order_id,account_id,shop_name,event_name,event_category,first_event,last_event,first_name,last_name,email,ticket_name,barcode,order_status,order_invalidated,order_invalidated_at,ticket_invalidated,ticket_invalidated_at,created_at,paid_currency,order_value,order_fees,transaction_fees,ticket_value,ticket_fees,optionals_value,refunded_amount,payment_method,coupons,device,tracker,tracker_name,seat,is_scanned,first_scanned_at,order_metadata_first_name,order_metadata_last_name,order_metadata_wrong1,order_metadata_wrong2,order_metadata_wrong3,order_metadata_wrong4,order_metadata_wrong5,order_metadata_wrong6,order_metadata_wrong7,order_metadata_wrong8,order_metadata_city,order_metadata_gender,order_metadata_province,order_metadata_company,order_metadata_country,order_metadata_covid_no_symptoms,order_metadata_age,order_metadata_wrong9,order_metadata_wrong10,order_metadata_wrong11,order_metadata_wrong12,order_metadata_wrong13,order_metadata_wrong14,order_ticket_metadata_first_name,order_ticket_metadata_last_name,order_ticket_wrong1,order_ticket_metadata_email,order_ticket_metadata_street,order_ticket_metadata_street_number,order_ticket_metadata_street_number_additional,order_ticket_metadata_postal,order_ticket_metadata_date_of_birth,order_ticket_metadata_state,order_ticket_metadata_city,order_ticket_metadata_gender,order_ticket_metadata_province,order_ticket_metadata_company,order_ticket_metadata_country,order_ticket_metadata_covid_no_symptoms,order_ticket_metadata_age,order_ticket_wrong2,order_ticket_metadata_phone,order_ticket_metadata_fullname,order_ticket_metadata_covid_one_household,order_ticket_metadata_keep_me_informed,order_ticket_metadata_Diet,geolocation_street_name,geolocation_street_number,geolocation_locality,geolocation_postal_code,geolocation_sub_locality,geolocation_admin_level_1,geolocation_admin_level_2,geolocation_country_code,geolocation_latitude,geolocation_longitude,ticket_pdf_link
7f95233f-c1cd-449f-9695-52b8febe19ad,1a21450e-fbce-4f5e-9bf7-486459f79a2f,Morgan-Jefferson,White Group Meeting,brother,2023-06-01,Jill Route,6358,Apt. 864,15899,1999-01-17,Oregon,Jefferyton,Male,Arizona,"Holden, Newman and Wallace",Saint Pierre and Miquelon,True,87,indicate,001-693-599-1160x89653,Holly Thomas,True,True,Vegan,Hurley Viaduct,6358,Lopezview,66471,East Kristenshire,South Dakota,Wilkinsonside,FR,-60.1589645,145.285582,http://west-martin.biz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8776b43-9ef6-4972-ad8a-6ffa95f80122,4eab9a64-14eb-4612-be62-d8c3a32d43cb,"Adams, Diaz and Cooper","Diaz, Yoder and Ingram Party",executive,2023-06-08,Donovan Fords,74274,Suite 575,11107,1935-04-26,Iowa,Hernandezport,Male,New Hampshire,"Vang, Wilson and Smith",Saint Vincent and the Grenadines,True,65,until,773.872.7331x63252,Amy Clark,False,False,None,Johnson Stream,74274,Jonathantown,36264,West Joanna,Montana,West Jaclynton,PG,-53.780668,136.525130,http://villegas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46946634-8623-4947-8b14-f75e3c2e3a28,973efd9b-306e-4a30-85ab-ff866b5992c1,Woods-Foster,Johnson Inc Party,employee,2023-06-18,Wells Wall,458,Apt. 729,49258,1952-02-13,Kansas,Freemanborough,Male,Alabama,Marshall LLC,Sweden,False,87,magazine,965-079-1930x79443,Debra Murillo,True,True,Vegan,Salazar Falls,458,Stephensberg,54261,West Katherine,Colorado,East Melinda,KR,-9.4111095,57.325439,https://villarreal.biz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fe70fa4-1d72-48c6-a69a-7825143e9f9f,1a21450e-fbce-4f5e-9bf7-486459f79a2f,Morgan-Jefferson,"Jones, Thompson and Everett Parade",clearly,2023-06-05,Houston Rapid,6925,Apt. 528,14034,1994-03-17,Utah,South Jerryhaven,Female,South Dakota,Flores-Pearson,Lao People's Democratic Republic,True,79,couple,0491399870,Heather Webb,True,False,Vegetarian,Silva Passage,6925,Kennedyton,03063,Port Christina,Indiana,Lake Timothyton,PK,-19.2261365,-93.938834,http://chung-williams.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffea5e1d-5566-4a9c-9ebf-32907d7fe021,18846861-dbd1-4eb1-b7b5-13ebb90a5032,Hardin-Fernandez,Oneill-Sherman Party,help,2023-06-16,Victoria Fields,8606,Suite 251,58563,1957-05-15,Delaware,Sanchezchester,Female,South Dakota,Baker-Martinez,Bermuda,True,37,chair,277-442-3125x451,Jeff Roberts,True,True,Vegan,Phillips Islands,8606,North David,09107,Nancytown,Delaware,Riggsburgh,NO,62.6024905,-79.725619,https://www.ayala.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189242d2-ed0f-48a1-9da9-a3491a78593a,18846861-dbd1-4eb1-b7b5-13ebb90a5032,Hardin-Fernandez,Martinez-Evans Party,sort,2023-06-14,Amy Route,4710,Apt. 710,58272,1919-03-27,New Mexico,East Antonioside,Male,Florida,Ibarra Inc,Senegal,True,42,ok,789.213.8533,Jeffrey Miller,False,True,Gluten-free,Moore Pine,4710,South Ethanview,96471,Wrightberg,Nevada,Davidview,CI,16.5575505,147.861041,https://wilson.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0612e06f-e7ed-4d5e-8858-f68420976405,4eab9a64-14eb-4612-be62-d8c3a32d43cb,"Adams, Diaz and Cooper",Wagner LLC Meeting,everyone,2023-06-12,Terri Branch,1150,Suite 172,37437,1916-02-14,Nevada,Johnstown,Female,Arkansas,Murillo and Sons,Seychelles,False,45,suddenly,800-907-2264,Richard Gates,True,True,Keto,Doyle Corner,1150,West Nathan,57269,Crawfordstad,Rhode Island,Jenniferland,KE,64.2602055,33.124095,http://johnson.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186505e-c3e1-445c-a805-89750a3e91a8,0f10ac44-467b-41ce-83d7-fba12cd740bb,Christensen Group,"Herrera, Cox and Davis Show",charge,2023-06-16,Chandler Manor,4854,Suite 634,57872,1981-07-03,North Carolina,Mcdanielton,Other,Ohio,"Barnes, Heath and Mitchell",South Georgia and the South Sandwich Islands,False,48,two,488.905.7818x7144,Jeffery Gilbert,True,True,None,Daniel Overpass,4854,Michelleport,20167,West Caitlintown,Idaho,North Christopher,EE,-10.936497,-55.945331,https://davidson.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6088dbb-e750-4694-985b-54d4ee06af7a,1a21450e-fbce-4f5e-9bf7-486459f79a2f,Morgan-Jefferson,Williams-Wang Concert,head,2023-06-15,Nicole Mill,69009,Apt. 364,81977,1944-10-07,New Hampshire,Lake Jamesland,Other,Wyoming,Hart-Herman,Tanzania,False,33,ground,027.174.2164x9143,Erik Alvarado,False,False,Paleo,April Roads,69009,Jenniferbury,27112,Clementsville,Louisiana,South Ellen,ZA,54.7938055,-17.335970,https://www.brown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c06c17d-6e0e-453f-8932-be46120f8c51,03787c6a-6fa9-4358-a3ad-510a3b8c14a3,Combs and Sons,Davis-Torres Concert,respond,2023-06-15,Hailey Heights,2032,Apt. 159,15194,1961-02-15,Maryland,Ramseyton,Other,Montana,"Travis, Richardson and Rodriguez",Slovakia (Slovak Republic),True,78,television,+1-135-343-2454,Sean Wallace,True,False,Vegetarian,Donald Mountains,2032,East Sharon,53211,Yatesville,Oklahoma,Port Brian,DE,-55.2644345,116.682765,http://rivers.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
