order_id,shop_name,event_name,event_category,event_subcategories,first_event_date_start,last_event_date_end,first_name,last_name,email,ticket_name,barcode,order_status,order_invalidated,order_invalidated_at,ticket_invalidated,ticket_invalidated_at,created_at,paid_currency,order_value,order_fees,transaction_fees,ticket_value,ticket_fees,optionals_value,refunded_amount,payment_id,payment_method,coupons,device,tracker,tracker_name,seat,is_scanned,first_scanned_at,order_metadata_first_name,order_metadata_last_name,order_metadata_wrong1,order_metadata_wrong2,order_metadata_wrong3,order_metadata_wrong4,order_metadata_wrong5,order_metadata_wrong6,order_metadata_wrong7,order_metadata_wrong8,order_metadata_city,order_metadata_gender,order_metadata_province,order_metadata_company,order_metadata_country,order_metadata_covid_no_symptoms,order_metadata_age,order_metadata_wrong9,order_metadata_wrong10,order_metadata_wrong11,order_metadata_wrong12,order_metadata_wrong13,order_metadata_wrong14,order_ticket_metadata_first_name,order_ticket_metadata_last_name,order_ticket_wrong1,order_ticket_metadata_email,order_ticket_metadata_street,order_ticket_metadata_street_number,order_ticket_metadata_street_number_additional,order_ticket_metadata_postal,order_ticket_metadata_date_of_birth,order_ticket_metadata_state,order_ticket_metadata_city,order_ticket_metadata_gender,order_ticket_metadata_province,order_ticket_metadata_company,order_ticket_metadata_country,order_ticket_metadata_covid_no_symptoms,order_ticket_metadata_age,order_ticket_wrong2,order_ticket_metadata_phone,order_ticket_metadata_fullname,order_ticket_metadata_covid_one_household,order_ticket_metadata_keep_me_informed,order_ticket_metadata_Diet,geolocation_street_name,geolocation_street_number,geolocation_locality,geolocation_postal_code,geolocation_sub_locality,geolocation_admin_level_1,geolocation_admin_level_2,geolocation_country_code,geolocation_latitude,geolocation_longitude,ticket_pdf_link
84cb7a60-578b-11e8-821f-493bffcf2ec9,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Mitchell,Ramos,placeholder5385@hotmail.com,Ticket 2,TFEHX6F3JDU733J,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84d6e630-578b-11e8-b77f-d3ff09dadc5e,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Hallie,Dillon,placeholder5386@hotmail.com,Ticket 2,TFEF8BGSCJNKDR2,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84ea1ed0-578b-11e8-a2b5-4334f30f1f2d,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Davian,Mendoza,placeholder5387@hotmail.com,Ticket 2,TFENMBPC6WXXKAG,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84f69040-578b-11e8-9a4c-a52978a57e2f,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Ann,Young,placeholder5388@hotmail.com,Ticket 2,TFEF45NJF7F4KXN,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502dcf0-578b-11e8-92f7-7f12a2f41874,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Preston,Garza,placeholder5389@hotmail.com,Ticket 2,TFEPJESFAPFE7PP,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85135560-578b-11e8-b54c-57d09df2942e,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Jacob,Sexton,placeholder5390@hotmail.com,Ticket 2,TFE597E934U75C5,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520dc40-578b-11e8-a1d1-534ae72ab7b7,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Koen,Howard,placeholder5391@hotmail.com,Ticket 2,TFEAKSK2E5DCX7U,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85324030-578b-11e8-876c-9725f57beeee,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Brennen,Bowman,placeholder5392@hotmail.com,Ticket 2,TFEKQGH83CN2SWW,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853f0290-578b-11e8-a691-27a4ffee4b50,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Krista,Reid,placeholder5393@hotmail.com,Ticket 2,TFE22M7W4AAKU55,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Haarlem,woman,North Holland,,Netherlands,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85509ea0-578b-11e8-9024-45ee9d4a6c35,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Viviana,Greer,placeholder5394@hotmail.com,Ticket 2,TFE79EB8HPQVZDA,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85624410-578b-11e8-8962-73bb7746e369,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Jeremy,Erickson,placeholder5395@hotmail.com,Ticket 2,TFEP775292523GA,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85724d00-578b-11e8-b3d9-afe7dcbe2ae6,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Uriel,Navarro,placeholder5396@hotmail.com,Ticket 2,TFEX49BZDDRWYMR,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85833820-578b-11e8-80a6-bfcfcb487aa8,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Priscilla,Zamora,placeholder5397@hotmail.com,Ticket 2,TFEZCXGWZKTVY3J,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859034a0-578b-11e8-b38c-c1562cb683db,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Rigoberto,Booth,placeholder5398@hotmail.com,Ticket 2,TFEA5SU5MF484ZG,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859d3130-578b-11e8-b56f-ef3636997f25,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Chaim,Alvarez,placeholder5399@hotmail.com,Ticket 2,TFEYUVVK9R6T77U,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85ae20d0-578b-11e8-9ec2-774d209c1dda,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Karma,Waller,placeholder5400@hotmail.com,Ticket 2,TFEQRCZD7BTAM9B,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85bc5ee0-578b-11e8-9163-6f3a281a9b37,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Cason,Webb,placeholder5401@hotmail.com,Ticket 2,TFERK5V7ZHN2FHC,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85c9d170-578b-11e8-a3f4-abf70ec65599,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Jeramiah,Contreras,placeholder5402@hotmail.com,Ticket 2,TFEHK6VSR9RGQ9W,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85db8550-578b-11e8-83d8-69e4102dba5a,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Audrina,Dougherty,placeholder5403@hotmail.com,Ticket 2,TFEK857DSRNEHPN,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85e9b3b0-578b-11e8-997e-c54c1c2715b5,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Rebecca,Bird,placeholder5404@hotmail.com,Ticket 2,TFENZJBWFRV8WQX,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85f60610-578b-11e8-9182-5fb49486b638,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Billy,Horn,placeholder5405@hotmail.com,Ticket 2,TFEQMB42KRC42BN,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86067350-578b-11e8-9263-4b18b8da7328,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Barrett,Warren,placeholder5406@hotmail.com,Ticket 2,TFEJ8J6GF2EAEYN,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861217a0-578b-11e8-879e-95c7a8589fd8,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Kayla,Yu,placeholder5407@hotmail.com,Ticket 2,TFE73KY8GUYW3R4,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621cc90-578b-11e8-ba90-7171061da701,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Hugo,Morrow,placeholder5408@hotmail.com,Ticket 2,TFEHRP5XSZD4HVE,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632bee0-578b-11e8-b6f8-3532c9c33d1f,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Brady,Glenn,placeholder5409@hotmail.com,Ticket 2,TFEGYAND6T563R4,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,s-Hertogenbosch,woman,North Brabant,,Netherlands,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86421130-578b-11e8-8e2e-d38938250616,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Jovany,Mercado,placeholder5410@hotmail.com,Ticket 2,TFECGV6WXABWNJE,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864da5a0-578b-11e8-aa9d-4d03d62bfd5b,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Libby,Stevens,placeholder5411@hotmail.com,Ticket 2,TFED7YASA5CBCHS,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Eindhoven,male,North Brabant,,Netherlands,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865c8ce0-578b-11e8-8b55-9de8325398cb,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Kendall,Blackwell,placeholder5412@hotmail.com,Ticket 2,TFERHM8KBZURAPD,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86693bf0-578b-11e8-b8c0-af6acfcfc79c,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Ayana,Reeves,placeholder5413@hotmail.com,Ticket 2,TFE3VJTR8YKCKED,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86765310-578b-11e8-9965-45355ded45d8,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Ibrahim,Hartman,placeholder5414@hotmail.com,Ticket 2,TFEYF7CM5XQDJYJ,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682f3a0-578b-11e8-99ed-cb26aab86894,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Yurem,Rivas,placeholder5415@hotmail.com,Ticket 2,TFEZHZAQZN3JPTS,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Breda,woman,North Brabant,,Netherlands,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693f530-578b-11e8-bfe6-e384c63643e4,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Ainsley,Nichols,placeholder5416@hotmail.com,Ticket 2,TFED8EUFA37P3FA,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86afe7a0-578b-11e8-ab4a-111abaffcd97,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Lillie,Callahan,placeholder5417@hotmail.com,Ticket 2,TFE2UXTE9RCWJAH,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86c09440-578b-11e8-91bb-716679f0aaee,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Amara,Scott,placeholder5418@hotmail.com,Ticket 2,TFEXKSPADHPZZT5,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86d5b9a0-578b-11e8-9d6e-65d41d30a8d7,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Cristal,Wolf,placeholder5419@hotmail.com,Ticket 2,TFEJYVXDU79TJ57,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Tilburg,male,North Brabant,,Netherlands,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86e5dba0-578b-11e8-93ef-7dbd60c6c2fd,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Lane,Butler,placeholder5420@hotmail.com,Ticket 2,TFENWD69XA95VQH,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,Tilburg,woman,North Brabant,,Netherlands,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86f802a0-578b-11e8-9edc-839080251921,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Jaylen,Short,placeholder5421@hotmail.com,Ticket 2,TFERTUU24HV6ZT7,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87057d40-578b-11e8-be3a-fb9278c5d432,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Beckham,Jefferson,placeholder5422@hotmail.com,Ticket 2,TFEGT8HYWJF8VT4,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87171670-578b-11e8-9728-43ac7a49bdd4,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Dustin,Reese,placeholder5423@hotmail.com,Ticket 2,TFEZYP7JBCSCG3Q,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,Kaatsheuvel,woman,North Brabant,,Netherlands,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729c0c0-578b-11e8-927b-0f66b4d5f1f8,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Keon,Burgess,placeholder5424@hotmail.com,Ticket 2,TFEJ4E7U9JT8BCR,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87397e80-578b-11e8-b872-93d7bae854c6,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Shayna,Maldonado,placeholder5425@hotmail.com,Ticket 2,TFEEGHNQ3PRW5FD,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745be30-578b-11e8-9716-1fb40be156f3,Import,Data preview 2016,other,other,09/12/2016 17:00:00,09/12/2016 21:00:00,Selina,Lawrence,placeholder5426@hotmail.com,Ticket 2,TFEPNDGE74MH9TV,paid,,,,,03/04/2016 18:00:00,,0,0,0,20,0,0,0,,,,desktop,,,,1,09/12/2016 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
